,file_number,text_content,txt_without_http,txt_after_translate,img,emotion
420,1620,"My favorite crowds of realtors waiting for doors to open hangry crushed 
","my favorite crowds of realtors waiting for doors to open hangry crushed 
",my favorite crowds of realtors waiting for doors to open hangry crushed,/content/drive/MyDrive/lab5_data/data2/1620.jpg,null
421,184,"Just learned Girl Scout cookies are now 5 per box APPALLED DISBELIEF INFLATION FormerGirlScout 
","just learned girl scout cookies are now 5 per box appalled disbelief inflation formergirlscout 
",just learned girl scout cookies are now 5 per box appalled disbelief inflation formergirlscout,/content/drive/MyDrive/lab5_data/data2/184.jpg,null
422,5017,"RT SamWalkerOBX Well played RVAers well played indeed They were poking fun at all of the Panicky Petes  hype of sharks on OBX http
","rt samwalkerobx well played rvaers well played indeed they were poking fun at all of the panicky petes  hype of sharks on obx 
",rt samwalkerobx well played rvaers well played indeed they were poking fun at all of the panicky petes  hype of sharks on obx,/content/drive/MyDrive/lab5_data/data2/5017.jpg,null
423,1201,"RT lucyandbelle To celebrate the arrival of Zippy do you want to win a Fun Bandana Gift Set Just RT and follow us Ends 130215 htt 
","rt lucyandbelle to celebrate the arrival of zippy do you want to win a fun bandana gift set just rt and follow us ends 130215 htt 
",rt lucyandbelle to celebrate the arrival of zippy do you want to win a fun bandana gift set just rt and follow us ends 130215 htt,/content/drive/MyDrive/lab5_data/data2/1201.jpg,null
424,5111," the shocked ones httpt
"," the shocked ones 
",the shocked ones,/content/drive/MyDrive/lab5_data/data2/5111.jpg,null
425,4417,"RT mylilguppy TheGilbert23Mom JVM Valerie found her babies Carson Daisy like a discarded pile of garbage DogsMatter Gilbert23 http
","rt mylilguppy thegilbert23mom jvm valerie found her babies carson daisy like a discarded pile of garbage dogsmatter gilbert23 
",rt mylilguppy thegilbert23mom jvm valerie found her babies carson daisy like a discarded pile of garbage dogsmatter gilbert23,/content/drive/MyDrive/lab5_data/data2/4417.jpg,null
426,4431,"Why are you feeling dismal Take the quiz httptcoVNiVdWdbP5 httptcoPBNJS8Ciqr
","why are you feeling dismal take the quiz  
",why are you feeling dismal take the quiz,/content/drive/MyDrive/lab5_data/data2/4431.jpg,null
427,4434,"RT corcorgiBH                  httptco0JADQVn44B
","rt corcorgibh                  
",rt corcorgibh,/content/drive/MyDrive/lab5_data/data2/4434.jpg,null
428,4920,"RT Distinctboxes Palmerston Island Cook Islands   one of the most isolated parts of the Pacific Ocean httptcobma9pi2qgV
","rt distinctboxes palmerston island cook islands   one of the most isolated parts of the pacific ocean 
",rt distinctboxes palmerston island cook islands   one of the most isolated parts of the pacific ocean,/content/drive/MyDrive/lab5_data/data2/4920.jpg,null
429,272,"AssadHolocaust the world grieved at the burning of asoldier and they silence at the burning of hundreds of civilians 
","assadholocaust the world grieved at the burning of asoldier and they silence at the burning of hundreds of civilians 
",assadholocaust the world grieved at the burning of asoldier and they silence at the burning of hundreds of civilians,/content/drive/MyDrive/lab5_data/data2/272.jpg,null
430,279,"RT southernpride50 SAFE 21015 ADOPTED TY HAPPINESS LILYSUPER URGENT 21015NYC httpstcogbD7DshAkT 
","rt southernpride50 safe 21015 adopted ty happiness lilysuper urgent 21015nyc  
",rt southernpride50 safe 21015 adopted ty happiness lilysuper urgent 21015nyc,/content/drive/MyDrive/lab5_data/data2/279.jpg,null
431,3020,"RT AnimalBibIe A little circle of happiness  
","rt animalbibie a little circle of happiness  
",rt animalbibie a little circle of happiness,/content/drive/MyDrive/lab5_data/data2/3020.jpg,null
432,2325,"3x retweets  as per attached  
","3x retweets  as per attached  
",3x retweets  as per attached,/content/drive/MyDrive/lab5_data/data2/2325.jpg,null
433,2858,"RT micknugent Please retweet to support Irish teachers excluded from statefunded schools because they are atheist 
","rt micknugent please retweet to support irish teachers excluded from statefunded schools because they are atheist 
",rt micknugent please retweet to support irish teachers excluded from statefunded schools because they are atheist,/content/drive/MyDrive/lab5_data/data2/2858.jpg,null
434,4288,"RT minnymooo Haha maknae keep falling while squatting so this is what they do  think her high cut sneaker makes it hard to squat http
","rt minnymooo haha maknae keep falling while squatting so this is what they do  think her high cut sneaker makes it hard to squat 
",rt minnymooo haha maknae keep falling while squatting so this is what they do  think her high cut sneaker makes it hard to squat,/content/drive/MyDrive/lab5_data/data2/4288.jpg,null
435,1596,"RT sohailakhan48 the macho man  fitness freak intense light 1YearOfParamSinghOnTwitter 8paramsingh loveallord 
","rt sohailakhan48 the macho man  fitness freak intense light 1yearofparamsinghontwitter 8paramsingh loveallord 
",rt sohailakhan48 the macho man  fitness freak intense light 1yearofparamsinghontwitter 8paramsingh loveallord,/content/drive/MyDrive/lab5_data/data2/1596.jpg,null
436,803,"Enthusiastic Mr  Mrs Grundling drives away in their BMW X5 ZambesiAuto LegendsZambesi ZambesiMotorrad 
","enthusiastic mr  mrs grundling drives away in their bmw x5 zambesiauto legendszambesi zambesimotorrad 
",enthusiastic mr  mrs grundling drives away in their bmw x5 zambesiauto legendszambesi zambesimotorrad,/content/drive/MyDrive/lab5_data/data2/803.jpg,null
437,4363,"Why are you feeling desolate Take the quiz httptcoFRaBQTw2Ej httptcojSzhn5CLev
","why are you feeling desolate take the quiz  
",why are you feeling desolate take the quiz,/content/drive/MyDrive/lab5_data/data2/4363.jpg,null
438,1895,"laney wont stop bleeding  
","laney wont stop bleeding  
",laney wont stop bleeding,/content/drive/MyDrive/lab5_data/data2/1895.jpg,null
439,3044,"Whenever you see some heated drama unfolding on your timeline 
","whenever you see some heated drama unfolding on your timeline 
",whenever you see some heated drama unfolding on your timeline,/content/drive/MyDrive/lab5_data/data2/3044.jpg,null
440,4721,"  httptcoeDK8ixMI7v
","  
",,/content/drive/MyDrive/lab5_data/data2/4721.jpg,null
441,698,"4evarandom GlambeR5t Ninetails are intelligent and vengeful they are protective of their trainers and do not stand 
","4evarandom glamber5t ninetails are intelligent and vengeful they are protective of their trainers and do not stand 
",4evarandom glamber5t ninetails are intelligent and vengeful they are protective of their trainers and do not stand,/content/drive/MyDrive/lab5_data/data2/698.jpg,null
442,1426,"A fabulous evening with TheKingsolver  Thanks to Hollard for making a very special evening possible elated 
","a fabulous evening with thekingsolver  thanks to hollard for making a very special evening possible elated 
",a fabulous evening with thekingsolver  thanks to hollard for making a very special evening possible elated,/content/drive/MyDrive/lab5_data/data2/1426.jpg,null
443,2016,"RT Vicente56Juan Confusin en carnaval 
","rt vicente56juan confusin en carnaval 
",rt vicente56juan confusion in carnival,/content/drive/MyDrive/lab5_data/data2/2016.jpg,null
444,3745,"Lana always looks super thrilled to take pictures with me  
","lana always looks super thrilled to take pictures with me  
",lana always looks super thrilled to take pictures with me,/content/drive/MyDrive/lab5_data/data2/3745.jpg,null
445,4903,"RT jungkookreally BTS FOREVER GETTING INTIMIDATED BY YOONGI httptcoGeYyn5zfeI
","rt jungkookreally bts forever getting intimidated by yoongi 
",rt jungkookreally bts forever getting intimidated by yoongi,/content/drive/MyDrive/lab5_data/data2/4903.jpg,null
446,534,"RT BlSCUlTS weird Twitter has ruined my sense of humor I laughed at this for 10 mins 
","rt blscults weird twitter has ruined my sense of humor i laughed at this for 10 mins 
",rt blscults weird twitter has ruined my sense of humor i laughed at this for 10 mins,/content/drive/MyDrive/lab5_data/data2/534.jpg,null
447,3650,"Authentic Pandora Sparkling Stiletto Pendant Charm 791536CZ  Full read by eBay 
","authentic pandora sparkling stiletto pendant charm 791536cz  full read by ebay 
",authentic pandora sparkling stiletto pendant charm 791536cz  full read by ebay,/content/drive/MyDrive/lab5_data/data2/3650.jpg,null
448,3371,"How a bitcoin atm promotes mixed martial arts in a lasvegas gym crypto cryptocurrency 
","how a bitcoin atm promotes mixed martial arts in a lasvegas gym crypto cryptocurrency 
",how a bitcoin atm promotes mixed martial arts in a lasvegas gym crypto cryptocurrency,/content/drive/MyDrive/lab5_data/data2/3371.jpg,null
449,112,"RT BlkHistStudies One Love  Unity 
","rt blkhiststudies one love  unity 
",rt blkhiststudies one love  unity,/content/drive/MyDrive/lab5_data/data2/112.jpg,null
450,176,"We asked rebeccaminkoff for the one word that describes her state of mind leading up to her show EXHILARATED  
","we asked rebeccaminkoff for the one word that describes her state of mind leading up to her show exhilarated  
",we asked rebeccaminkoff for the one word that describes her state of mind leading up to her show exhilarated,/content/drive/MyDrive/lab5_data/data2/176.jpg,null
451,573,"bexmader I hope you like my drawing of Zelena  Lots of love wicked 
","bexmader i hope you like my drawing of zelena  lots of love wicked 
",bexmader i hope you like my drawing of zelena  lots of love wicked,/content/drive/MyDrive/lab5_data/data2/573.jpg,null
452,4919,"RT IrishTimes Peru to make contact with isolated tribe for first time httptcoQJXtXML03Y via IrishTimesWorld httptcobM0jQ6ABCg
","rt irishtimes peru to make contact with isolated tribe for first time  via irishtimesworld 
",rt irishtimes peru to make contact with isolated tribe for first time  via irishtimesworld,/content/drive/MyDrive/lab5_data/data2/4919.jpg,null
453,3276,"RT raewalther Long lost pals  
","rt raewalther long lost pals  
",rt raewalther long lost pals,/content/drive/MyDrive/lab5_data/data2/3276.jpg,null
454,480,"RT camilacabows my therapist taught me to start thinking of my anxiety as my panicky friend its working 
","rt camilacabows my therapist taught me to start thinking of my anxiety as my panicky friend its working 
",rt camilacabows my therapist taught me to start thinking of my anxiety as my panicky friend its working,/content/drive/MyDrive/lab5_data/data2/480.jpg,null
455,87,"Watching Titanic on Valentines Day while eating a crap ton of chocolate Im just So ecstatic Cant you tell 
","watching titanic on valentines day while eating a crap ton of chocolate im just so ecstatic cant you tell 
",watching titanic on valentines day while eating a crap ton of chocolate im just so ecstatic cant you tell,/content/drive/MyDrive/lab5_data/data2/87.jpg,null
456,911,"This is what my business studies turn into everytime hopeless yelyahwilliams schzimmydeanie paramore 
","this is what my business studies turn into everytime hopeless yelyahwilliams schzimmydeanie paramore 
",this is what my business studies turn into everytime hopeless yelyahwilliams schzimmydeanie paramore,/content/drive/MyDrive/lab5_data/data2/911.jpg,null
457,3705,"Happy Steph Sad Steph Angry Steph Sympathetic Steph  
","happy steph sad steph angry steph sympathetic steph  
",happy steph sad steph angry steph sympathetic steph,/content/drive/MyDrive/lab5_data/data2/3705.jpg,null
458,3082,"RT seasaltclifford weirdnumber5SOS the fact that calum cant buy decent cigarettes hurt 
","rt seasaltclifford weirdnumber5sos the fact that calum cant buy decent cigarettes hurt 
",rt seasalt clifford weird number5sos the fact that calum can't buy decent cigarettes hurt,/content/drive/MyDrive/lab5_data/data2/3082.jpg,null
459,2537,"RT ReactionBeyonce Twelve years ago today Beyonc earned her first solo No1 for Crazy In Love on Billboard Hot 100 
","rt reactionbeyonce twelve years ago today beyonc earned her first solo no1 for crazy in love on billboard hot 100 
",rt reactionbeyonce twelve years ago today beyonc earned her first solo no1 for crazy in love on billboard hot 100,/content/drive/MyDrive/lab5_data/data2/2537.jpg,null
460,4450,"Check out CITIZENSOFHUMANITY Womens Daisy Distressed Relaxed TaperedLeg Jeans httptcoZbNnNViN9X via eBay httptcoSsjhmkHY3e
","check out citizensofhumanity womens daisy distressed relaxed taperedleg jeans  via ebay 
",check out citizensofhumanity womens daisy distressed relaxed taperedleg jeans  via ebay,/content/drive/MyDrive/lab5_data/data2/4450.jpg,null
461,1497,"by beni43  Hachi Rokus Hachi Rokus everywhere  Just finished the ae86 handmade 
","by beni43  hachi rokus hachi rokus everywhere  just finished the ae86 handmade 
",by beni43  hachi rokus hachi rokus everywhere  just finished the ae86 handmade,/content/drive/MyDrive/lab5_data/data2/1497.jpg,null
462,3083,"RT girlideas when u accidentally hurt ur pet 
","rt girlideas when u accidentally hurt ur pet 
",art girl ideas when u accidentally hurt your pet,/content/drive/MyDrive/lab5_data/data2/3083.jpg,null
463,443,"RT dreamsskinny82 Why cant I b like this  then people might actually want 2 b with me thinspo ednos anamia ugly depression http 
","rt dreamsskinny82 why cant i b like this  then people might actually want 2 b with me thinspo ednos anamia ugly depression  
",rt dreamsskinny82 why can't i like this then people might actually want 2 b with me thinspo ednos anemia ugly depression,/content/drive/MyDrive/lab5_data/data2/443.jpg,null
464,2957,"RT OilyRagClothing Our range of Carl Fogarty official Tshirts Foggy Ducati King carlfogarty available http 
","rt oilyragclothing our range of carl fogarty official tshirts foggy ducati king carlfogarty available  
",rt oilyragclothing our range of carl fogarty official tshirts foggy ducati king carlfogarty available,/content/drive/MyDrive/lab5_data/data2/2957.jpg,null
465,2099,"And in this one GEJ seems like someone deserted  confused  
","and in this one gej seems like someone deserted  confused  
",and in this one gej seems like someone deserted  confused,/content/drive/MyDrive/lab5_data/data2/2099.jpg,null
466,2962,"RT emitoms Foggy drives  
","rt emitoms foggy drives  
",rt emitoms foggy drives,/content/drive/MyDrive/lab5_data/data2/2962.jpg,null
467,460,"If you are not outraged then you are not listening 
","if you are not outraged then you are not listening 
",if you are not outraged then you are not listening,/content/drive/MyDrive/lab5_data/data2/460.jpg,null
468,1918,"Behold the lilies of the fieldbible caring lajlaj1 CSPressRoom 
","behold the lilies of the fieldbible caring lajlaj1 cspressroom 
",behold the lilies of the fieldbible caring lajlaj1 cspressroom,/content/drive/MyDrive/lab5_data/data2/1918.jpg,null
469,3052,"RT peta2 Theres nothing entertaining about seeing a helpless animal in captivity NotOurs 
","rt peta2 theres nothing entertaining about seeing a helpless animal in captivity notours 
",rt peta2 theres nothing entertaining about seeing a helpless animal in captivity notours,/content/drive/MyDrive/lab5_data/data2/3052.jpg,null
470,13,"I cant even tell you guys how much I love these covers  MelissaLanders invaded alienated prettycovers 
","i cant even tell you guys how much i love these covers  melissalanders invaded alienated prettycovers 
",i cant even tell you guys how much i love these covers melissa landers invaded alienated pretty covers,/content/drive/MyDrive/lab5_data/data2/13.jpg,null
471,863,"Greeted by strange children at the atm antibanter frightened poverty sorrow yourbalanceis13cent familyfun 
","greeted by strange children at the atm antibanter frightened poverty sorrow yourbalanceis13cent familyfun 
",greeted by strange children at the atm antibanter frightened poverty sorrow yourbalanceis13cent familyfun,/content/drive/MyDrive/lab5_data/data2/863.jpg,null
472,1252,"trapped trampoline cool frozen freeze freezing frost frosty dinosaur prehistoric awesome amazing cold  
","trapped trampoline cool frozen freeze freezing frost frosty dinosaur prehistoric awesome amazing cold  
",trapped trampoline cool frozen freeze freezing frost frosty dinosaur prehistoric awesome amazing cold,/content/drive/MyDrive/lab5_data/data2/1252.jpg,null
473,3570,"RT TWooodley Tonight he shocked the world thenotoriousmma ufc UFC189 UFCFightWeek ufc afflictionclothing 
","rt twooodley tonight he shocked the world thenotoriousmma ufc ufc189 ufcfightweek ufc afflictionclothing 
",rt twooodley tonight he shocked the world thenotoriousmma ufc ufc189 ufcfightweek ufc afflictionclothing,/content/drive/MyDrive/lab5_data/data2/3570.jpg,null
474,4684,"Finished In HOURS  SIMPLE to Supercharge Your Marketing Don t Miss httptco7iCqcCz8QN httptcoCUqLMfHpCr
","finished in hours  simple to supercharge your marketing don t miss  
",finished in hours  simple to supercharge your marketing don t miss,/content/drive/MyDrive/lab5_data/data2/4684.jpg,null
475,2046,"RT MBfashionweek Shades of mermaid backstage at Son Jung Wan MBFW  NYFW 
","rt mbfashionweek shades of mermaid backstage at son jung wan mbfw  nyfw 
",rt mbfashionweek shades of mermaid backstage at son jung wan mbfw  nyfw,/content/drive/MyDrive/lab5_data/data2/2046.jpg,null
476,1537,"Do you ever feel like the guy on the left Monday gloomy difficultpeople flockoff 
","do you ever feel like the guy on the left monday gloomy difficultpeople flockoff 
",do you ever feel like the guy on the left monday gloomy difficultpeople flockoff,/content/drive/MyDrive/lab5_data/data2/1537.jpg,null
477,2555,"Crushed it at the WarriorDash in Minnesota yesterday WarriorNation 
","crushed it at the warriordash in minnesota yesterday warriornation 
",crushed it at the warriordash in minnesota yesterday warriornation,/content/drive/MyDrive/lab5_data/data2/2555.jpg,null
478,1052,"Someone needs to explain to me what is going on in this picture befuddled crazy 
","someone needs to explain to me what is going on in this picture befuddled crazy 
",someone needs to explain to me what is going on in this picture befuddled crazy,/content/drive/MyDrive/lab5_data/data2/1052.jpg,null
479,1713,"RT choosgin FlexibleWorking working from home drives productivity 13 more but loneliness is downside 
","rt choosgin flexibleworking working from home drives productivity 13 more but loneliness is downside 
",rt choosgin flexibleworking working from home drives productivity 13 more but loneliness is downside,/content/drive/MyDrive/lab5_data/data2/1713.jpg,null
480,2597,"RT Patriots Patriots Football Weekly takes a look at the defensive ends 
","rt patriots patriots football weekly takes a look at the defensive ends 
",rt patriots patriots football weekly takes a look at the defensive ends,/content/drive/MyDrive/lab5_data/data2/2597.jpg,null
481,282,"RT FootyVibez All I need for valentines is the happiness of playing soccer  
","rt footyvibez all i need for valentines is the happiness of playing soccer  
",rt footyvibez all i need for valentines is the happiness of playing soccer,/content/drive/MyDrive/lab5_data/data2/282.jpg,null
482,3833,"Used 2011 Holiday Rambler Augusta 25PCS Class C Motor Home For SaleReduced 10K  Full re 
","used 2011 holiday rambler augusta 25pcs class c motor home for salereduced 10k  full re 
",used 2011 holiday rambler augusta 25pcs class c motor home for salereduced 10k  full re,/content/drive/MyDrive/lab5_data/data2/3833.jpg,null
483,4885,"RT EmWhitham Instagram has banned CURVY The reason why will infuriate you It certainly infuriated me httpstcoXtxg12TsLW httpt
","rt emwhitham instagram has banned curvy the reason why will infuriate you it certainly infuriated me  
",rt emwhitham instagram has banned curvy the reason why will infuriate you it certainly infuriated me,/content/drive/MyDrive/lab5_data/data2/4885.jpg,null
484,4587,"RT AUMTAENY   2000   5555 httptc
","rt aumtaeny   2000   5555 
",rt aumtaeny   2000   5555,/content/drive/MyDrive/lab5_data/data2/4587.jpg,null
485,1401,"KimKPrada this is just tacky There is nothing fashionable here These companies use her as a novelty disgraced 
","kimkprada this is just tacky there is nothing fashionable here these companies use her as a novelty disgraced 
",kimkprada this is just tacky there is nothing fashionable here these companies use her as a novelty disgraced,/content/drive/MyDrive/lab5_data/data2/1401.jpg,null
486,1281,"Man someone was a little tired after our go at practice today canthang broken DabeGean 
","man someone was a little tired after our go at practice today canthang broken dabegean 
",man someone was a little tired after our go at practice today canthang broken dabegean,/content/drive/MyDrive/lab5_data/data2/1281.jpg,null
487,2085,"RT yildraws imagining mitsutada as that smartlooking student  ookurikara as the delinquent 3 J tourabu69min 
","rt yildraws imagining mitsutada as that smartlooking student  ookurikara as the delinquent 3 j tourabu69min 
",rt yildraws imagining mitsutada as that smartlooking student  ookurikara as the delinquent 3 j tourabu69min,/content/drive/MyDrive/lab5_data/data2/2085.jpg,null
488,565,"ski resort  akita prefectures tazawako area are beautiful   empty Go while this lasts powder snow 
","ski resort  akita prefectures tazawako area are beautiful   empty go while this lasts powder snow 
",ski resort  akita prefectures tazawako area are beautiful   empty go while this lasts powder snow,/content/drive/MyDrive/lab5_data/data2/565.jpg,null
489,1205,"RT JessikaDommeUK Come and visit my interrogation and punishment cell caged beaten hooded 
","rt jessikadommeuk come and visit my interrogation and punishment cell caged beaten hooded 
",rt jessikadommeuk come and visit my interrogation and punishment cell caged beaten hooded,/content/drive/MyDrive/lab5_data/data2/1205.jpg,null
490,1560,"Sometimes music inspires me brokenlyric 
","sometimes music inspires me brokenlyric 
",sometimes music inspires me brokenlyric,/content/drive/MyDrive/lab5_data/data2/1560.jpg,null
491,4064,"RT DailyMirror Drunk man is beaten and tied up by fellow plane passengers httptcom9JidWkDET httptcoricnLmYfZe
","rt dailymirror drunk man is beaten and tied up by fellow plane passengers  
",rt dailymirror drunk man is beaten and tied up by fellow plane passengers,/content/drive/MyDrive/lab5_data/data2/4064.jpg,null
492,1036,"How I feel after I lift The pump is strong in me FITFAM TheStruggleIsReal ForceChoke 
","how i feel after i lift the pump is strong in me fitfam thestruggleisreal forcechoke 
",how i feel after i lift the pump is strong in me fitfam thestruggleisreal forcechoke,/content/drive/MyDrive/lab5_data/data2/1036.jpg,null
493,2606,"RT simonstacpoole Cracking Popperfoto pic on MailSport shows a dejected Ayrton Senna at Silverstone 89 picturetellsathousandwords ht 
","rt simonstacpoole cracking popperfoto pic on mailsport shows a dejected ayrton senna at silverstone 89 picturetellsathousandwords ht 
",rt simonstacpoole cracking popperfoto pic on mailsport shows a dejected ayrton senna at silverstone 89 picturetellsathousandwords ht,/content/drive/MyDrive/lab5_data/data2/2606.jpg,null
494,4777,"RT NotebookMsgs Its the birthday of a man who made our childhoods awesome just by being in it Happy Birthday Robin Williams httptc
","rt notebookmsgs its the birthday of a man who made our childhoods awesome just by being in it happy birthday robin williams 
",rt notebookmsgs its the birthday of a man who made our childhoods awesome just by being in it happy birthday robin williams,/content/drive/MyDrive/lab5_data/data2/4777.jpg,null
495,588,"All Natural Bandage 4 Cooks STOPS Bleeding in SECONDS culinary recipes rachelray gzchef 
","all natural bandage 4 cooks stops bleeding in seconds culinary recipes rachelray gzchef 
",all natural bandage 4 cooks stops bleeding in seconds culinary recipes rachael ray gz chef,/content/drive/MyDrive/lab5_data/data2/588.jpg,null
496,609,"RT rdonadon Poche ore dalla partenza questa splendida due giorni di brainstorming e ci sono prime vittime hackwine zonin1821 
","rt rdonadon poche ore dalla partenza questa splendida due giorni di brainstorming e ci sono prime vittime hackwine zonin1821 
",rt rdonadon a few hours from the start this splendid two days of brainstorming and there are first victims hackwine zonin1821,/content/drive/MyDrive/lab5_data/data2/609.jpg,null
497,3279,"RT Wimbledon With help from toddwoodbridge we break down where the final was won  lost Wimbledon 
","rt wimbledon with help from toddwoodbridge we break down where the final was won  lost wimbledon 
",rt wimbledon with help from toddwoodbridge we break down where the final was won  lost wimbledon,/content/drive/MyDrive/lab5_data/data2/3279.jpg,null
498,3511,"RT GhostTown New bmthofficial song  
","rt ghosttown new bmthofficial song  
",rt ghosttown new bmthofficial song,/content/drive/MyDrive/lab5_data/data2/3511.jpg,null
499,4796,"New Driver Power Towing Mirror Heat Heated for 0413 Nissan Titan Pickup Truck httptco4PoBJbYUgQ httptcosLAeglcAZa
","new driver power towing mirror heat heated for 0413 nissan titan pickup truck  
",new driver power towing mirror heat heated for 0413 nissan titan pickup truck,/content/drive/MyDrive/lab5_data/data2/4796.jpg,null
500,2107,"gallowsofficial just pre ordered desolate sounds now to play the waiting game 
","gallowsofficial just pre ordered desolate sounds now to play the waiting game 
",gallowsofficial just pre ordered desolate sounds now to play the waiting game,/content/drive/MyDrive/lab5_data/data2/2107.jpg,null
501,1106,"Why buy ordinary art when you can have your art on sailcloth vibrant colors 
","why buy ordinary art when you can have your art on sailcloth vibrant colors 
",why buy ordinary art when you can have your art on sailcloth vibrant colors,/content/drive/MyDrive/lab5_data/data2/1106.jpg,null
502,3395,"RT Nitsuano Oh ya big thanks to mrmortified again for this amazing glasses holder 
","rt nitsuano oh ya big thanks to mrmortified again for this amazing glasses holder 
",rt nitsuano oh ya big thanks to mrmortified again for this amazing glasses holder,/content/drive/MyDrive/lab5_data/data2/3395.jpg,null
503,2546,"RT Telegraph Crippled Greece yields to overwhelming power as deal looms  AmbroseEP 
","rt telegraph crippled greece yields to overwhelming power as deal looms  ambroseep 
",rt telegraph crippled greece yields to overwhelming power as deal looms  ambroseep,/content/drive/MyDrive/lab5_data/data2/2546.jpg,null
504,4678,"Just finished this oak dresser One of my favorites httptco5B8TX1CDDa
","just finished this oak dresser one of my favorites 
",just finished this oak dresser one of my favorites,/content/drive/MyDrive/lab5_data/data2/4678.jpg,null
505,1000,"betterfeelingfilms RT via Instagram First day of filming powerless back in 2011 Cant  
","betterfeelingfilms rt via instagram first day of filming powerless back in 2011 cant  
",betterfeelingfilms rt via instagram first day of filming powerless back in 2011 cant,/content/drive/MyDrive/lab5_data/data2/1000.jpg,null
506,1048," stunned sunglasses gafas gafasdesol 
"," stunned sunglasses gafas gafasdesol 
",stunned sunglasses gafas gafasdesol,/content/drive/MyDrive/lab5_data/data2/1048.jpg,null
507,1059,"Seeing nbdbnb in a few days excited or terrified California food 
","seeing nbdbnb in a few days excited or terrified california food 
",seeing nbdbnb in a few days excited or terrified california food,/content/drive/MyDrive/lab5_data/data2/1059.jpg,null
508,1485,"And the dragon guarding our heart is called fear 
","and the dragon guarding our heart is called fear 
",and the dragon guarding our heart is called fear,/content/drive/MyDrive/lab5_data/data2/1485.jpg,null
509,3195,"RT NWSAlbuquerque Isolated strong to severe storms developing over western NM early this afternoon nmwx 
","rt nwsalbuquerque isolated strong to severe storms developing over western nm early this afternoon nmwx 
",rt nwsalbuquerque isolated strong to severe storms developing over western nm early this afternoon nmwx,/content/drive/MyDrive/lab5_data/data2/3195.jpg,null
510,2029,"Cliff dwelling above Peacocks Gallop recently demolished abandoned streetphotography earthquake Christchurch 
","cliff dwelling above peacocks gallop recently demolished abandoned streetphotography earthquake christchurch 
",cliff dwelling above peacocks gallop recently demolished abandoned streetphotography earthquake christchurch,/content/drive/MyDrive/lab5_data/data2/2029.jpg,null
